ResponseId,id,"Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, other)",med_distrust,med_distrust2,med_trust,med_trust2,med_info,med_misc,safety-IoT,iot_distrust,iot_distrust2,iot_trust,iot_trust2,iot_info,iot_misc,notes,SCENARIO_Med,SCENARIO_IoT,EXPLN,FAQ,C med_distrust,C med_distrust2,C med_trust,C med_trust2,C med_info,C med_misc,C iot_distrust,C iot_distrust2,C iot_trust,C iot_trust2,C iot_info,C iot_misc,M med_distrust,M med_distrust2,M med_trust,M med_trust2,M med_info,M med_misc,M iot_distrust,M iot_distrust2,M iot_trust,M iot_trust2,M iot_info,M iot_misc
R_33fZSKLxNjYY5Q1,423,"The data is probably safe, but there are always security concerns when people are involved(social engineering).",Distrust:Repeat People,,Trust:Vague,,,,"Nothing in particular, every company does this.",,,,,,,,Medical-Simple,IoT-Simple,None,None,Distrust:Repeat People,,Trust:Vague,,,,,,,,,,Distrust:Repeat People,,Trust:Vague,,,,,,,,,
R_3f6D8oyw8TwAk5k,424,everyone can access the data later on,Distrust:Future Use,,,,,Misc:Inaccurate,that everyone else can access the data,Distrust:Repeat People,,,,,Misc:Inaccurate,,Medical-Simple,IoT-Simple,None,None,Distrust:Future Use,,,,,Misc:Inaccurate,Distrust:Repeat People,,,,,Misc:Inaccurate,Distrust:Future Use,,,,,Misc:Inaccurate,Distrust:Repeat People,,,,,Misc:Inaccurate
R_3WLTmuiK2rWpqcV,425,"The data is not anonymized, meaning information they don't need, such as my name, is left intact.",Distrust:Repeat Data,,,,,,N/A,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,Distrust:Repeat Data,,,,,,,,,,,,Distrust:Repeat Data,,,,,,,,,,,
R_5EYhvMyhTa0JI3B,426,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_80NV9dAxyo95hse,427,The prupose of the research study makes my data feel safe,,,Trust:Repeat Purpose,,,,No scenarios,,,,,,,,Medical-Complex,IoT-Complex,None,Show,,,Trust:Repeat Purpose,,,,,,,,,,,,Trust:Repeat Purpose,,,,,,,,,
R_2JLujRaJB3zW7yU,428,"I feel that my information in the scenario would be completely safe with researchers collecting it, but not as safe with just hospital collection. Less of a controlled environment.",Distrust:Repeat Destination,,Trust:People,,,,"I am all for AI technology and what it can do, but I am not comfortable with a voice assistant collecting my address, prompts that I ask, and retaining the sound of my voice.  These things could be used regarding identity theft.",Distrust:Repeat Data,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Show,Distrust:Repeat Destination,,Trust:People,,,,Distrust:Repeat Data,,,,,,Distrust:Repeat Destination,,Trust:People,,,,Distrust:Repeat Data,,,,,
R_2YRjZaUtsg2fj9O,429,The TEE does little here but protect from rogue malicious code. It gives zero guarantee that the researchers will keep it properly secured or even use the data ethically or as described.,Distrust:Lie,Distrust:Repeat People,,,,,"You have not proven to me that the ""trusted"" code inside the TEE is in itself, in fact, not malicious. If code or data is trusted but still malicious or used unethically, the fact that it is trusted is irrelevant.  The end of the chain still comes down to the trustworthiness of the coders, operators, and administrators. ","Distrust:""Trust""",Distrust:Repeat People,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Hide,Distrust:Lie,Distrust:Repeat People,,,,,"Distrust:""Trust""",Distrust:Repeat People,,,,,Distrust:Lie,Distrust:Repeat People,,,,,"Distrust:""Trust""",Distrust:Repeat People,,,,
R_11Nwa5gLTmWXkn5,430,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,None,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_2WvAcPCguhYCLwl,431,"Honestly, nothing else makes me feel a certain way.",,,,,,,It makes me feel safe that they go through every possible measure to protect my data.,,,Trust:Vague,,,,,Medical-Complex,IoT-Complex,Hardware,None,,,,,,,,,Trust:Vague,,,,,,,,,,,,Trust:Vague,,,
R_8poqwBt5UTiIpXp,432,"Every security measure that I've ever heard about has been compromised at one point.  If the old adage of not a matter of if, it's a matter of when.",Distrust:Gen,,,,,,"I feel about the same way, however the data that could be collected is not nearly as sensitive as medical information.",,,Trust:Boring,,,,,Medical-Complex,IoT-Simple,Trust,Hide,Distrust:Gen,,,,,,,,Trust:Boring,,,,Distrust:Gen,,,,,,,,Trust:Boring,,,
R_80pFJzaj9s58GF7,433,N/A,,,,,,,N/A,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,None,,,,,,,,,,,,,,,,,,,,,,,,
R_1QU66JPD2Sy0dJ7,434,"My specific medical info and history, if sensitive or embarrassing, would make me feel less safe.",,,,,Info:Data,,"Already corporations like google and apple are using voice assistants and other devices to collect and sell data, so this is definitely going to happen to you. No need to provide more info for them to sell. Might not be hacked due to TEE, but definitely they will sell it. So unsafe.",Distrust:Hacker,Distrust:Sell,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Complex,Trust,Hide,,,,,Info:Data,,Distrust:Hacker,Distrust:Sell,Trust:Repeat TEE,,,,,,,,Info:Data,,Distrust:Hacker,Distrust:Sell,Trust:Repeat TEE,,,
R_27j81arMXdtU0PW,435,,,,,,,,encryption,,,Trust:Crypto,,,,,Medical-Simple,IoT-Simple,None,Show,,,,,,,,,Trust:Crypto,,,,,,,,,,,,Trust:Crypto,,,
R_1yrJKqGsDYtuYTv,436,I feel it's unsafe and don't trust the technology.,Distrust:Repeat TEE,,,,,,none,,,,,,,,Medical-Simple,IoT-Simple,Trust,Hide,Distrust:Repeat TEE,,,,,,,,,,,,Distrust:Repeat TEE,,,,,,,,,,,
R_7fmYQSc1vO0vkWt,437,,,,,,,,,,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,,,,,,,,,,,,,,,,,,,,,,,,
R_2Hk3tr3wUA8Njw6,438,"The scenario provides several details that can help evaluate the safety of data when using Trusted Execution Environments (TEEs). Here’s an analysis of both aspects:

### Aspects that Make Data Feel Safe

1. **Isolation of Environments**: TEEs like Arm TrustZone and Intel SGX create distinct areas (Trusted World/Enclaves) that are separate from the rest of the system. This isolation prevents software running in the Normal World from accessing or modifying data in the Trusted World.

2. **Hardware-Based Cryptographic Functions**: TEEs use hardware-based cryptographic functions to ensure that data is secure. These functions help in the encryption and protection of data within the TEE, making it harder for unauthorized access or tampering.

3. **Attestation**: The process of attestation provides a way to verify that the TEE and the code running within it are correctly configured. This ensures that the environment is trustworthy and that the software running in the TEE is as expected.

4. **Real-World Use Cases**: TEEs are already used in sensitive applications, such as authentication in Android phones. The fact that widely used devices rely on TEEs for critical functions like PIN and fingerprint verification indicates a level of trust and reliability in these technologies.

### Aspects that Could Raise Concerns About Data Safety

1. **Complexity and Implementation Variations**: The scenario mentions that the details of how different TEEs work can vary. This complexity and variation in implementation might introduce vulnerabilities if not managed correctly. Inconsistencies or flaws in the implementation could potentially be exploited.

2. **Emerging Research and Potential Weaknesses**: The mention that researchers are working on new ways to ensure software in TEEs works as expected suggests that the field is still evolving. This implies that current TEEs might have undiscovered vulnerabilities that researchers are actively trying to address.

3. **Hardware Dependency**: The security provided by TEEs is heavily reliant on the hardware. Any flaw or backdoor in the hardware could compromise the entire TEE system, making data vulnerable despite the software measures in place.

### Overall Feeling of Data Safety

Given the robust mechanisms like isolation, hardware-based cryptographic functions, and attestation, the scenario overall conveys a sense of safety regarding data within TEEs. The practical use of TEEs in real-world devices further supports this feeling. However, the inherent complexity and the ongoing research to enhance TEE security suggest that while the current state is secure, continuous vigilance and improvement are necessary to maintain and enhance this safety.

In summary, the scenario makes me feel that data would generally be safe in a TEE, but it also highlights the importance of continuous advancements and monitoring in the field to address potential vulnerabilities.",Distrust:Bug,Distrust:Research,Trust:Real,Trust:Repeat TEE,,,"If there is anything else about the scenario that makes you feel that your data would be safe or unsafe, what is it?
Does it make you feel that your data would be safe? Or unsafe?",,,,,,,,Medical-Complex,IoT-Complex,None,Show,Distrust:Bug,Distrust:Research,Trust:Real,Trust:Repeat TEE,,,,,,,,,Distrust:Bug,Distrust:Research,Trust:Real,Trust:Repeat TEE,,,,,,,,
R_5WAPGDHtzOqBfnX,439,I feel safer giving this data because I know about the existing legal protections for health information. That doesn't mean it's less prone to hacking I'm sure.,Distrust:Hacker,,Trust:Repeat Destination,,,,I don't want a lightbulb that tells a company what I do and where I live. Nobody wants that!,Distrust:Repeat Data,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,None,Distrust:Hacker,,Trust:Repeat Destination,,,,Distrust:Repeat Data,,,,,,Distrust:Hacker,,Trust:Repeat Destination,,,,Distrust:Repeat Data,,,,,
R_20IimbcslKBs9e9,440,There’s nothing else.,,,,,,,"The fact that the TEE is isolated from the rest of the computer and only a handful of people can access it, that makes me feel as though my data is safe. ",,,Trust:Repeat TEE,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,,,,,,,,,Trust:Repeat TEE,,,,,,,,,,,,Trust:Repeat TEE,,,
R_5DJtqtTZ57zjbR7,441,Just that I’m not sure what stores separately means.,,,,,Info:TEE,,Still not sure that even isolated on a computer that the TEE is truly safe from hacking or data corruption,Distrust:Hacker,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,,,,,Info:TEE,,Distrust:Hacker,,,,,,,,,,Info:TEE,,Distrust:Hacker,,,,,
R_2rP9Bf9tnzToq39,442,Although both could be detrimental Personal data and health data are two separate concerns of mine.,Distrust:Repeat Data,,,,,,Even if the data is safe now in our current climate who knows how safe the data will be in the future?,Distrust:Future Use,,,,,,,Medical-Complex,IoT-Complex,None,Show,Distrust:Repeat Data,,,,,,Distrust:Future Use,,,,,,Distrust:Repeat Data,,,,,,Distrust:Future Use,,,,,
R_5CeUWSrEuFGhVRC,443,Not understanding HOW the TEE is different than the computers built in safety measures. I want to know why I should believe a TEE can keep me more safe than my computer's antivirus.,,,,,Info:TEE,Misc:Other Tech,"I feel that the time when the lights are turned on/off data could be used maliciously by home invaders/robbers. So it is especially important to protect this data. You can track patterns of when people are home vs. at work, when they are asleep or awake, You could even keep track of what room is being used if the home owner owns more than one smart lightbulb. For example, a bathroom would probably be a whiteish hue color turned on for 1-10 minutes at a time, a few times  a day, but not at night.",Distrust:Repeat Data,,,,,,,Medical-Simple,IoT-Simple,Trust,None,,,,,Info:TEE,Misc:Other Tech,Distrust:Repeat Data,,,,,,,,,,Info:TEE,Misc:Other Tech,Distrust:Repeat Data,,,,,
R_7E25JM6lhLt4kM1,444,"Overall, I would feel safe. ",,,Trust:Vague,,,,I feel as if the only potentially unsafe variable would be the individual researchers.,Distrust:Repeat People,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,,,Trust:Vague,,,,Distrust:Repeat People,,,,,,,,Trust:Vague,,,,Distrust:Repeat People,,,,,
R_5CJLpfFgeFRhDO5,445,There nothing else that would impact whether the data is safe or unsafe.,,,,,,,There nothing else that makes me think the data would be safe or unsafe.,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_7jv62qaMdTS9Ssn,446,No,,,,,,,No,,,,,,,,Medical-Simple,IoT-Complex,None,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_2jPgy2o7dhfyL9n,447,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_5JahoonT2AMp8I1,448,I feel like all uses of data in this way carry some risk; I'm not very interested in the goal of the study for the tradeoff of providing my data.,Distrust:Repeat Data,Distrust:Repeat Purpose,,,,,This data seems less likely to result in bad future outcomes if it is released or accessed inappropriately.,,,Trust:Boring,,,,,Medical-Complex,IoT-Complex,Trust,Show,Distrust:Repeat Data,Distrust:Repeat Purpose,,,,,,,Trust:Boring,,,,Distrust:Repeat Data,Distrust:Repeat Purpose,,,,,,,Trust:Boring,,,
R_81lgWqsHMwj4enD,449,No,,,,,,,Not sure who the team members are and if they can be trusted.,,,,,Info:People,,,Medical-Complex,IoT-Simple,Trust,None,,,,,,,,,,,Info:People,,,,,,,,,,,,Info:People,
R_5P6SFIavR4ABtlY,450,"I feel compltely safe sharing medical data. Sharing banking or financial information would be a different story, but I am not scared of my medical information being leaked. If it was leaked, I don't see the potential harm in that.",,,Trust:Boring,Trust:Repeat Data,,,Reading about potential situations on the previous page now has me feeling unsafe about researchers using my data in nefarious ways.,Distrust:Repeat People,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,None,,,Trust:Boring,Trust:Repeat Data,,,Distrust:Repeat People,,,,,,,,Trust:Boring,Trust:Repeat Data,,,Distrust:Repeat People,,,,,
R_7rDvZHB9ez4IDs1,451,There is nothing else,,,,,,,"I didn't see any option to opt out of having my data collected. Making it mandatory just lowers my confidence that the company has my best interests in mind.
",Distrust:Repeat Destination,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,,,,,,,Distrust:Repeat Destination,,,,,,,,,,,,Distrust:Repeat Destination,,,,,
R_2U4t6crFXgDhE6k,452,There is nothing else that makes me feel safe or unsafe.,,,,,,,The use of my data as statistics is the only concern in this scenario.,Distrust:Repeat Purpose,,,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Show,,,,,,,Distrust:Repeat Purpose,,,,,,,,,,,,Distrust:Repeat Purpose,,,,,
R_7daIzbWGhqb7vZi,453,Trusting AI with confidence is a new idea that makes you hesitant because of the newness.,Distrust:AI,,,,,,No,,,,,,,,Medical-Complex,IoT-Complex,Trust,Hide,Distrust:AI,,,,,,,,,,,,Distrust:AI,,,,,,,,,,,
R_7t9TraIlqoFWFat,454,No,,,,,,,No,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_5jDQGrEz2j46YVb,455,n/a,,,,,,,n/a,,,,,,,,Medical-Simple,IoT-Simple,Hardware,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_3JZRK4A5GVZXhi9,456,"It feels generally safe but every system has the possibility of flaws/vulnerabilities. I could feel comfortable to participate, but I would not go in thinking it was 100% safe. ",,,Trust:Vague,,,Misc:Despite Risk,"As with the other scenario, I feel that generally it would be safe but every solution has flaws and so I wouldn’t feel that 100% sure it would be safe. Seems safe ‘enough’ to proceed. ",,,Trust:Vague,,,Misc:Despite Risk,,Medical-Simple,IoT-Simple,Trust,Hide,,,Trust:Vague,,,Misc:Despite Risk,,,Trust:Vague,,,Misc:Despite Risk,,,Trust:Vague,,,Misc:Despite Risk,,,Trust:Vague,,,Misc:Despite Risk
R_15TsxcbH10l6kq5,457,My data being retained for future studies feels potentially unsafe,Distrust:Future Use,,,,,,The company retaining my data for future unspecified use feels potentially unsafe,Distrust:Future Use,,,,,,,Medical-Complex,IoT-Complex,Hardware,None,Distrust:Future Use,,,,,,Distrust:Future Use,,,,,,Distrust:Future Use,,,,,,Distrust:Future Use,,,,,
R_2nr9GJdLi700Prb,458,Data isn't anonymized therefore unsafe.,Distrust:Repeat Data,,,,,,Individual humans are always security risks. Company has strong incentive to use data for more than just anonymous product improvement.,Distrust:Repeat Destination,Distrust:Repeat People,,,,,,Medical-Complex,IoT-Complex,None,None,Distrust:Repeat Data,,,,,,Distrust:Repeat Destination,Distrust:Repeat People,,,,,Distrust:Repeat Data,,,,,,Distrust:Repeat Destination,Distrust:Repeat People,,,,
R_58zFKBIJGj3Gnio,459,No,,,,,,,No,,,,,,,,Medical-Simple,IoT-Complex,None,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_3j71REwxc60rkLh,460,I feel  my data will be safe,,,Trust:Vague,,,,I feel as my data would be safe if there is extreme protocols that are set in place and meticulous monitoring.,,,,,Info:Destination,,,Medical-Simple,IoT-Simple,Hardware,None,,,Trust:Vague,,,,,,,,Info:Destination,,,,Trust:Vague,,,,,,,,Info:Destination,
R_1OxlOWvHeLPEQBv,461,I would not like my data to be used for future projects.,Distrust:Future Use,,,,,,I feel uncomfortable in the integrity of for profit companies and feel my data may be misused with or without the TEE,Distrust:Repeat Destination,,,,,,,Medical-Simple,IoT-Complex,Trust,Hide,Distrust:Future Use,,,,,,Distrust:Repeat Destination,,,,,,Distrust:Future Use,,,,,,Distrust:Repeat Destination,,,,,
R_1Uc7Ugz57JHI7Hk,462,N/a,,,,,,,Nothing else. But them having my address makes me feel somewhat unsafe.,Distrust:Repeat Data,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,,,,,,,Distrust:Repeat Data,,,,,,,,,,,,Distrust:Repeat Data,,,,,
R_259y0EzF7o6ODfP,463,none,,,,,,,none,,,,,,,,Medical-Complex,IoT-Complex,Trust,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_2xWbzgIVcx8CvI8,464,that is very personal information - not just an address in a random location.,Distrust:Repeat Data,,,,,,"i feel safe. I know security breaches are difficult to prevent and will happen, but i’m not all that concerned with an app collecting that information. ",,,Trust:Vague,,,Misc:Despite Risk,,Medical-Complex,IoT-Simple,Unsubstantial,None,Distrust:Repeat Data,,,,,,,,Trust:Vague,,,Misc:Despite Risk,Distrust:Repeat Data,,,,,,,,Trust:Vague,,,Misc:Despite Risk
R_3XpX69wiO1joU3n,465,The use of a TEE does make me feel that my data would be safer.,,,Trust:Repeat TEE,,,,"Learning  about TEEs definitely makes me feel that my data would be more secure, however in my mind there isn't a code that can't be broken.  The data that it is collecting is minimal and I can't see how if it did get leaked that it would negatively effect me in anyway.",Distrust:Gen,,Trust:Boring,Trust:Repeat TEE,,,,Medical-Complex,IoT-Simple,Hardware,Show,,,Trust:Repeat TEE,,,,Distrust:Gen,,Trust:Boring,Trust:Repeat TEE,,,,,Trust:Repeat TEE,,,,Distrust:Gen,,Trust:Boring,Trust:Repeat TEE,,
R_1Cl20FydBDOpFZ9,466,Hopefully the people in development team that have access to the data are trusty.,,,,,Info:People,,If the company have breach on their side the data may leak.,Distrust:Breaches,,,,,,,Medical-Simple,IoT-Simple,Trust,Show,,,,,Info:People,,Distrust:Breaches,,,,,,,,,,Info:People,,Distrust:Breaches,,,,,
R_58JahOiJ0YHqcdy,467,I feel like it has limited access but I would need to he able to trust those who have access which makes me anxious,Distrust:Repeat People,,,,,,Understanding the interest of those collecting the information,,,,,Info:Destination,,,Medical-Simple,IoT-Complex,Unsubstantial,None,Distrust:Repeat People,,,,,,,,,,Info:Destination,,Distrust:Repeat People,,,,,,,,,,Info:Destination,
R_7rjufige301IWaF,468,AI overall just makes me feel a little uneasy and unsafe. I understand it could be helpful but AI is not always reliable.,Distrust:AI,,,,,,Voice assistant speakers sometimes have the tendency to be hacked so that makes me feel unsafe however in this scenario this does not seem to be a factor,Distrust:Hacker,,,,,,,Medical-Complex,IoT-Complex,None,None,Distrust:AI,,,,,,Distrust:Hacker,,,,,,Distrust:AI,,,,,,Distrust:Hacker,,,,,
R_3PpyETNMNAoMvo2,469,"I would worry about the risk of hacking. I am not sure if my data would be 100% protected against a hacker, so that's the only thing I'd be worried about.",Distrust:Hacker,,,,,,The fact that they are collecting my name and address does worry me a little bit.,Distrust:Repeat Data,,,,,,,Medical-Complex,IoT-Simple,None,Hide,Distrust:Hacker,,,,,,Distrust:Repeat Data,,,,,,Distrust:Hacker,,,,,,Distrust:Repeat Data,,,,,
R_2C9AGhafKeCFiIV,470,with how personal the data collected is and the fact I don't have experience in this data protection type it'd be hard to convince me to use it,Distrust:Repeat Data,,,,,,since the data being collected is so unimportant I can't really have a feeling of any amount of unsafe practice,,,Trust:Boring,,,,,Medical-Simple,IoT-Simple,Hardware,Show,Distrust:Repeat Data,,,,,,,,Trust:Boring,,,,Distrust:Repeat Data,,,,,,,,Trust:Boring,,,
R_51gILf07pcgGMIG,471,,,,,,,,"I trust no one, regardless of what they say.",Distrust:Gen,,,,,,,Medical-Simple,IoT-Simple,Trust,Show,,,,,,,Distrust:Gen,,,,,,,,,,,,Distrust:Gen,,,,,
R_7f8QCw4hLAdoHM2,472,Nothing else,,,,,,,"Overall I feel fine about the data being safe because I feel like that's how many apps and technologies work currently anyway, if not even less secure. ",,,Trust:Vague,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,,,,,,,,,Trust:Vague,,,,,,,,,,,,Trust:Vague,,,
R_6zhy4vJjoVSghRv,473,I would feel safe that the AI was programmed with the information provided.,,,Trust:AI,,,,I feel my data will be protected.,,,Trust:Vague,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Hide,,,Trust:AI,,,,,,Trust:Vague,,,,,,Trust:AI,,,,,,Trust:Vague,,,
R_20q4QPdULShNl7J,474,No. I think it would be pretty safe.,,,Trust:Vague,,,,no,,,,,,,,Medical-Simple,IoT-Complex,None,None,,,Trust:Vague,,,,,,,,,,,,Trust:Vague,,,,,,,,,
R_1pJJiGeAHpB8TuB,475,It feels safer because there is less at stake since a for profit company isn’t using my data.,,,Trust:Repeat Destination,,,,"I feel a little uneasy because somebody within the company has access to it somehow. And they’re going to be focused on what’s best for the company, not me. ",Distrust:Repeat Destination,Distrust:Repeat People,,,,,,Medical-Complex,IoT-Simple,Trust,Show,,,Trust:Repeat Destination,,,,Distrust:Repeat Destination,Distrust:Repeat People,,,,,,,Trust:Repeat Destination,,,,Distrust:Repeat Destination,Distrust:Repeat People,,,,
R_3qJQk2dkarfyoZh,476,The people will always be the weak link in a situation like this.,Distrust:Repeat People,,,,,,,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Show,Distrust:Repeat People,,,,,,,,,,,,Distrust:Repeat People,,,,,,,,,,,
R_7C6nvDxRShMcA1P,477,N/A,,,,,,,N/A,,,,,,,,Medical-Complex,IoT-Simple,Trust,None,,,,,,,,,,,,,,,,,,,,,,,,
R_5kZVczZuKhn0j5n,478,"Nothing is one hundred percent safe, no matter how much research it is ",Distrust:Gen,,,,,,There’s data breaches all the time so I don’t truly trust that it would one hundred percent safe to use.,Distrust:Breaches,Distrust:Gen,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Hide,Distrust:Gen,,,,,,Distrust:Breaches,Distrust:Gen,,,,,Distrust:Gen,,,,,,Distrust:Breaches,Distrust:Gen,,,,
R_2MA4GFZM0SlJGrE,479,That my data could be used in the future,Distrust:Future Use,,,,,,Could be used in the future,Distrust:Future Use,,,,,,,Medical-Complex,IoT-Simple,Trust,None,Distrust:Future Use,,,,,,Distrust:Future Use,,,,,,Distrust:Future Use,,,,,,Distrust:Future Use,,,,,
R_8EMAASHWm1eOChr,480,Sharing my address is what makes me feel unsafe.,Distrust:Repeat Data,,,,,,Understanding TEEs a bit more makes me feel like my data is safer than I thought it would be.,,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Complex,None,Hide,Distrust:Repeat Data,,,,,,,,Trust:Repeat TEE,,,,Distrust:Repeat Data,,,,,,,,Trust:Repeat TEE,,,
R_7N8016YJaAzPusp,481,Medical history information is very broad and is inherently risky to share.  If compromised could impact employment and other matters.,Distrust:Breaches,Distrust:Repeat Data,,,,,I feel the data would be as safe as current technology can make it.,,,Trust:Vague,,,,,Medical-Simple,IoT-Complex,Unsubstantial,None,Distrust:Breaches,Distrust:Repeat Data,,,,,,,Trust:Vague,,,,Distrust:Breaches,Distrust:Repeat Data,,,,,,,Trust:Vague,,,
R_53rUkAsbSdlf58c,482,I feel safe because it’s hospital affiliated,,,Trust:Repeat Destination,,,,It makes me feel that I would be safe..,,,Trust:Vague,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,,,Trust:Repeat Destination,,,,,,Trust:Vague,,,,,,Trust:Repeat Destination,,,,,,Trust:Vague,,,
R_6Qtlh3JgrcbbJcc,483,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,None,None,,,,,,,,,,,,,,,,,,,,,,,,
R_1Cx48mmwendGAgj,484,How long will data be kept? What exactly is collected from medical records? Justification for what parts of data are collected for the stated goal of determining building location.,,,,,Info:Data,,How long is the data kept for?,,,,,Info:Data,,,Medical-Simple,IoT-Simple,Hardware,Show,,,,,Info:Data,,,,,,Info:Data,,,,,,Info:Data,,,,,,Info:Data,
R_5wSVhJrI9bSIPwl,485,general distrust of the security measures - data can always be stolen,Distrust:Gen,Distrust:Repeat TEE,,,,,no,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,Distrust:Gen,Distrust:Repeat TEE,,,,,,,,,,,Distrust:Gen,Distrust:Repeat TEE,,,,,,,,,,
R_2TATje6AHBGtFMQ,486,hospitals have notoriously bad data security.,Distrust:Repeat Destination,,,,,,no specific info about the ability of the device to collect additional data,,,,,Info:Data,,,Medical-Simple,IoT-Complex,Unsubstantial,None,Distrust:Repeat Destination,,,,,,,,,,Info:Data,,Distrust:Repeat Destination,,,,,,,,,,Info:Data,
R_2OE40tXyuj8KoRr,487,Safe,,,Trust:Vague,,,,None,,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,,,Trust:Vague,,,,,,,,,,,,Trust:Vague,,,,,,,,,
R_2zIvNAAjXnTbRxD,488,It appears safe.,,,Trust:Vague,,,,It appears safe.,,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Trust,Hide,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,
R_7D2j6sji7kzsfT9,489,The recent cyberattacks on hospitals by ransomware groups make me feel unsafe when it comes to giving hospitals my data.,Distrust:Breaches,Distrust:Repeat Destination,,,,,I still have the feeling that my data could be uncovered by hackers some way or another.,Distrust:Hacker,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Hide,Distrust:Breaches,Distrust:Repeat Destination,,,,,Distrust:Hacker,,,,,,Distrust:Breaches,Distrust:Repeat Destination,,,,,Distrust:Hacker,,,,,
R_2QKlaRJVizoprdb,490,I think the fact that the AI is impartial will also add to the safety of the data.,,,Trust:AI,,,,Constantly recording my voice will always give me suspicious vibes.,Distrust:Repeat Purpose,,,,,,,Medical-Complex,IoT-Complex,Hardware,Show,,,Trust:AI,,,,Distrust:Repeat Purpose,,,,,,,,Trust:AI,,,,Distrust:Repeat Purpose,,,,,
R_3pmttqgW1ZQvUMO,491,I am always wary of data being used insafely so I don’t think I am extremely confident in any explanation of its storage,Distrust:Gen,,,,,,I don’t like a capitalist company using my data for monetary purposes,Distrust:Repeat Purpose,,,,,,,Medical-Simple,IoT-Complex,Hardware,Hide,Distrust:Gen,,,,,,Distrust:Repeat Purpose,,,,,,Distrust:Gen,,,,,,Distrust:Repeat Purpose,,,,,
R_57zqWdN7PF5L1mN,492,N/A,,,,,,,Data being used for future devices.,Distrust:Future Use,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,None,,,,,,,Distrust:Future Use,,,,,,,,,,,,Distrust:Future Use,,,,,
R_81Mc0ZltMOJAKbn,493,"The greatest risk is in the handling of personal information in transit. More important, though, is whether or not the TEE firmware is open-sourced (meaning the source code for the firmware is available for anyone to view for the purpose of closing any security holes discovered in the future).",Distrust:Transmission/Store,,,,Info:TEE,,"One remaining issue is making sure no one who has malicious intent are on the development team. One other issue, which is far more important, is making sure that this firmware is open-source (meaning that the source code of the process is accessible to anyone in case any improvements need to be made to close any security holes that are discovered later).",Distrust:Bug,Distrust:Repeat People,,,,,,Medical-Simple,IoT-Simple,Trust,Hide,Distrust:Transmission/Store,,,,Info:TEE,,Distrust:Bug,Distrust:Repeat People,,,,,Distrust:Transmission/Store,,,,Info:TEE,,Distrust:Bug,Distrust:Repeat People,,,,
R_7ErRM0QrKAmPNlS,494,It feels a little unsafe for the research team to have access to any medical records.,Distrust:Repeat Data,Distrust:Repeat People,,,,,"I don't know, I guess I'm not too worried about what light bulb data would do for an information thief, but I might worry more about app data regarding a different product.",Distrust:Future Use,,Trust:Boring,,,,,Medical-Simple,IoT-Simple,None,Show,Distrust:Repeat Data,Distrust:Repeat People,,,,,Distrust:Future Use,,Trust:Boring,,,,Distrust:Repeat Data,Distrust:Repeat People,,,,,Distrust:Future Use,,Trust:Boring,,,
