ResponseId,id,"Which aspects of the scenario would make you feel that your data is safe or unsafe? (medical, other)",med_distrust,med_distrust2,med_trust,med_trust2,med_info,med_misc,safety-IoT,iot_distrust,iot_distrust2,iot_trust,iot_trust2,iot_info,iot_misc,notes,SCENARIO_Med,SCENARIO_IoT,EXPLN,FAQ,C med_distrust,C med_distrust2,C med_trust,C med_trust2,C med_info,C med_misc,C iot_distrust,C iot_distrust2,C iot_trust,C iot_trust2,C iot_info,C iot_misc,M med_distrust,M med_distrust2,M med_trust,M med_trust2,M med_info,M med_misc,M iot_distrust,M iot_distrust2,M iot_trust,M iot_trust2,M iot_info,M iot_misc
R_7PRFV6lIBu7g9FF,234,"I feel unsafe that it is such personal information about medical care, and having to disclose so much of my medical records. ",Distrust:Repeat Data,,,,,,"I do not trust that no data will ever be leaked from what is collected, so that makes me feel like my data would be unsafe. ",Distrust:Gen,,,,,,,Medical-Complex,IoT-Complex,Trust,Show,Distrust:Repeat Data,,,,,,Distrust:Gen,,,,,,Distrust:Repeat Data,,,,,,Distrust:Gen,,,,,
R_5PrMlopgl0sMSFX,235,No,,,,,,,No,,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,,,,,,,,,,,,,,,,,,,,,,,,
R_5mt1BlnOflO1Q0U,236,They have to completely what that TEE entails and how it protects our data should a breach happen,Distrust:Breaches,,,,Info:TEE,,n/a,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,None,Distrust:Breaches,,,,Info:TEE,,,,,,,,Distrust:Breaches,,,,Info:TEE,,,,,,,
R_7esh7Iy32xayEDx,237,"Comes across a bit like : ""Yeah trust me bro your medical records are totally safe bro, trust me, bro there's an acronym. You like acronyms right man?""","Distrust:""Trust""",,,,,,A large corporation + reams of personal data = recipe for such a utopia wow. We could even have ads outside our window! Who needs to see the sky?!,Distrust:Repeat Data,Distrust:Repeat Destination,,,,,,Medical-Simple,IoT-Complex,Trust,None,"Distrust:""Trust""",,,,,,Distrust:Repeat Data,Distrust:Repeat Destination,,,,,"Distrust:""Trust""",,,,,,Distrust:Repeat Data,Distrust:Repeat Destination,,,,
R_2Y9PBYLrgQzKwC5,238,Numerous persons that have access to my data.,Distrust:Repeat People,,,,,,The fact that they are still working on securing the data in the TEE makes me feel unsafe.,Distrust:Research,,,,,,,Medical-Complex,IoT-Complex,Hardware,Show,Distrust:Repeat People,,,,,,Distrust:Research,,,,,,Distrust:Repeat People,,,,,,Distrust:Research,,,,,
R_2vqWNOiTrS6nhS1,239,That the data may be used at another time for undisclosed reasons.,Distrust:Future Use,,,,,,Light usage data does not seem as personal as medical information data. I don’t think it would be maliciously used.,,,Trust:Boring,,,,,Medical-Simple,IoT-Simple,Unsubstantial,None,Distrust:Future Use,,,,,,,,Trust:Boring,,,,Distrust:Future Use,,,,,,,,Trust:Boring,,,
R_7M3C9RkOkuM0psd,240,The thing that makes me feel most unsafe is that my data may be used for other research without me being aware or accepting each study.,Distrust:Future Use,,,,,,"I’m really not worried about the data that is collected with the lightbulb. I think it’s possible the data collected wouldn’t be safe, but even if it isn’t, I’m not worried about it. So I feel safe buying the lightbulb. ",,,Trust:Boring,,,Misc:Despite Risk,,Medical-Simple,IoT-Simple,None,Hide,Distrust:Future Use,,,,,,,,Trust:Boring,,,Misc:Despite Risk,Distrust:Future Use,,,,,,,,Trust:Boring,,,Misc:Despite Risk
R_231H2WvQrum7lZv,241,Hospitals have antiquated technology that would make me feel even less safe than the light bulb case,Distrust:Repeat Destination,,,,,,"If patterns can be gleaned from the statistics, I don't know if it may be used to reveal or track back to someone's identity in that way. ",Distrust:Inference,,,,,,,Medical-Simple,IoT-Simple,None,Show,Distrust:Repeat Destination,,,,,,Distrust:Inference,,,,,,Distrust:Repeat Destination,,,,,,Distrust:Inference,,,,,
R_3Ptou46cJDlh9QG,242,I would feel safe.,,,Trust:Vague,,,,I feel that my data would be safe.,,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Trust,Show,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,,,,Trust:Vague,,,
R_5qgxGE9OHrGzQdf,243,no,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,None,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_55zw5htYAGs5fmS,244,I feel that the data will mostly be safe in this scenario due to the description of the TEE being used to protect it.,,,Trust:Repeat TEE,,,,I don't like that this TEE description says anyone able to access the data can change the data.,Distrust:Repeat People,,,,,,,Medical-Simple,IoT-Simple,Trust,None,,,Trust:Repeat TEE,,,,Distrust:Repeat People,,,,,,,,Trust:Repeat TEE,,,,Distrust:Repeat People,,,,,
R_2AGyFMdGSBm1abB,245,If what is in the FAQ is true then i do feel safe about partipating,,,Trust:Vague,,,,"One part menions the staff is ""working on software"" to make sure its safe. Other than that sentence it is very reassuring that your data is in good hands. i think overall my data would be safe",Distrust:Research,,Trust:Vague,,,,,Medical-Complex,IoT-Simple,Trust,Show,,,Trust:Vague,,,,Distrust:Research,,Trust:Vague,,,,,,Trust:Vague,,,,Distrust:Research,,Trust:Vague,,,
R_1jTConqCIb5p3YF,246,The overall use of the TEE makes me feel my data is protected,,,Trust:Repeat TEE,,,,I feel that using tee's makes data collection for ai more safe.,,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Complex,None,Show,,,Trust:Repeat TEE,,,,,,Trust:Repeat TEE,,,,,,Trust:Repeat TEE,,,,,,Trust:Repeat TEE,,,
R_65T3NbzgilF1Vdf,247,Collecting physical address is unsafe.  I would prefer to provide zip code only,Distrust:Repeat Data,,,,,,Why are name and address required in this research?  It does not lead to better light bulbs,Distrust:Unnecessary,,,,,,,Medical-Simple,IoT-Simple,Hardware,None,Distrust:Repeat Data,,,,,,Distrust:Unnecessary,,,,,,Distrust:Repeat Data,,,,,,Distrust:Unnecessary,,,,,
R_5Hka4KjcsPaQYMo,248,I am more hestitant just because it is medial data.  It seems more likely to be stolen than light data.,Distrust:Repeat Data,,,,,,I feel that the protections will keep the data safe on the computer.,,,Trust:Repeat TEE,,,,,Medical-Simple,IoT-Simple,Hardware,None,Distrust:Repeat Data,,,,,,,,Trust:Repeat TEE,,,,Distrust:Repeat Data,,,,,,,,Trust:Repeat TEE,,,
R_2EchjRGEAqVaue9,249,5 years of medical info is a lot.,Distrust:Repeat Data,,,,,,I feel that TEEs are designed to provide safety.,,,Trust:Repeat TEE,,,,,Medical-Complex,IoT-Simple,None,Show,Distrust:Repeat Data,,,,,,,,Trust:Repeat TEE,,,,Distrust:Repeat Data,,,,,,,,Trust:Repeat TEE,,,
R_5eysE98hJ1hOiFY,250,no,,,,,,,no,,,,,,,,Medical-Complex,IoT-Complex,None,None,,,,,,,,,,,,,,,,,,,,,,,,
R_5CxRapNvSwvQITL,251,Breaches of medical records happen frequently,Distrust:Breaches,,,,,,I feel it is reasonable to feel my data would be safe.,,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Trust,Hide,Distrust:Breaches,,,,,,,,Trust:Vague,,,,Distrust:Breaches,,,,,,,,Trust:Vague,,,
R_2HGk11Ixzo1maOh,252,Not particularly. I appreciate the purpose of this scenario so would feel more sage.,,,Trust:Repeat Purpose,,,,"Not particularly. I generally feel safe but am also not completely comfortable when a company has my data, no matter what they use it for. TEE's are a comforting protective measure, but I don't know if I will ever feel completely certain and confident.",Distrust:Gen,Distrust:Repeat Destination,Trust:Repeat TEE,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,,,Trust:Repeat Purpose,,,,Distrust:Gen,Distrust:Repeat Destination,Trust:Repeat TEE,,,,,,Trust:Repeat Purpose,,,,Distrust:Gen,Distrust:Repeat Destination,Trust:Repeat TEE,,,
R_3LAsaUyyDtd00eJ,253,N/A,,,,,,,N/A,,,,,,,,Medical-Complex,IoT-Complex,Hardware,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_5CwBkF1jpGwNs09,254,I feel my data will be saved with the help of TEEs and also the gatekeepper,,,Trust:Repeat TEE,,,Misc:Inaccurate,Nothing makes me feel my data wont be save with the help of TEEs,,,Trust:Repeat TEE,,,,,Medical-Simple,IoT-Complex,None,Show,,,Trust:Repeat TEE,,,Misc:Inaccurate,,,Trust:Repeat TEE,,,,,,Trust:Repeat TEE,,,Misc:Inaccurate,,,Trust:Repeat TEE,,,
R_3rSwUFTDOv0eAjI,255,,,,,,,,"I wouldn't say unsafe persay but a bit uncomfortable with the idea of there being data of something so specific (my name, address and how I interact with my lightbulb and when) something about it feels a bit invasive. ",Distrust:Repeat Data,,,,,,,Medical-Simple,IoT-Simple,None,Hide,,,,,,,Distrust:Repeat Data,,,,,,,,,,,,Distrust:Repeat Data,,,,,
R_2fqb4RQvZQ6LV1T,256,no,,,,,,,no,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Hide,,,,,,,,,,,,,,,,,,,,,,,,
R_279eKUExdsEdYNy,257,I think with the TEE my data would be safer than without.,,,Trust:Repeat TEE,,,,No,,,,,,,,Medical-Complex,IoT-Complex,Unsubstantial,Hide,,,Trust:Repeat TEE,,,,,,,,,,,,Trust:Repeat TEE,,,,,,,,,
R_30pYFeE50gFSSva,258,"I feel that the use of a TEE would protect my data. Also my medical history is already known and probably readily accessible, so I don't think this scenario would be an issue for me. ",,,Trust:Boring,Trust:Repeat TEE,,,"It feels like their would be a lot of personal data collected, which worries me somewhat, but I understand that it is necessary to make the AI voice assistant work to it's full capacity. ",Distrust:Repeat Data,,,,,,,Medical-Simple,IoT-Complex,Hardware,Hide,,,Trust:Boring,Trust:Repeat TEE,,,Distrust:Repeat Data,,,,,,,,Trust:Boring,Trust:Repeat TEE,,,Distrust:Repeat Data,,,,,
R_7QsnBPjdlRVIw9N,259,I can't think of anything else.,,,,,,,I am not sure why they would need my name specifically. That seems like extra info that would not necessarily help the developers.,Distrust:Unnecessary,,,,,,,Medical-Complex,IoT-Simple,None,Show,,,,,,,Distrust:Unnecessary,,,,,,,,,,,,Distrust:Unnecessary,,,,,
R_54vn37PXUEfao4H,260,Same as before,,,,,,,Safety is an important part of life and trusting strangers (or technology built by strangers) can be difficult.,Distrust:Repeat People,,,,,,,Medical-Simple,IoT-Complex,Trust,None,,,,,,,Distrust:Repeat People,,,,,,,,,,,,Distrust:Repeat People,,,,,
R_2fHSAfOMiFgr9Po,261,Hospital collecting can be hacked,Distrust:Hacker,,,,,,It is supposed to be safe just don’t know about hackers,Distrust:Hacker,,,,,,,Medical-Complex,IoT-Simple,Hardware,Hide,Distrust:Hacker,,,,,,Distrust:Hacker,,,,,,Distrust:Hacker,,,,,,Distrust:Hacker,,,,,
R_7VEor5uGCXOKZ4g,262,"If data can be collected, it can likely be misused. I would not trust it.",Distrust:Gen,,,,,,I don't feel safe presenting my voice for collection.,Distrust:Repeat Data,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Hide,Distrust:Gen,,,,,,Distrust:Repeat Data,,,,,,Distrust:Gen,,,,,,Distrust:Repeat Data,,,,,
R_53pQnZAEFfEzlQg,263,,,,,,,,,,,,,,,,Medical-Simple,IoT-Complex,Unsubstantial,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_7941iDVEhKRE5k5,264,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Unsubstantial,Show,,,,,,,,,,,,,,,,,,,,,,,,
R_3dKrsQYbYVTaJki,265,The fact that anyone can have access to my data makes me feel very unsafe.,Distrust:Repeat People,,,,,Misc:Inaccurate,I am not sure keeping my data with a team i am unsure of is safe. I would want to make sure they are professional and have some type of certifications.,,,,,Info:People,,,Medical-Simple,IoT-Simple,None,None,Distrust:Repeat People,,,,,Misc:Inaccurate,,,,,Info:People,,Distrust:Repeat People,,,,,Misc:Inaccurate,,,,,Info:People,
R_7jm4emIKd2sa7ER,266,No,,,,,,,If it was given to china,Distrust:Future Use,,,,,,,Medical-Complex,IoT-Simple,Trust,Hide,,,,,,,Distrust:Future Use,,,,,,,,,,,,Distrust:Future Use,,,,,
R_6ON4hidbARdhpKI,267,No,,,,,,,I believe tech companies are more prone to data breaches,Distrust:Breaches,Distrust:Repeat Destination,,,,,,Medical-Complex,IoT-Complex,Trust,Show,,,,,,,Distrust:Breaches,Distrust:Repeat Destination,,,,,,,,,,,Distrust:Breaches,Distrust:Repeat Destination,,,,
R_12Fi2cMn9TtMgYu,268,Storage of the data could make it more or less safe depending on how it is stored and what access there is to the stored data.,,,,,,Misc:Unclear,"It is not clear if the data is anonymized  after collection, A data leak could leak private information.",Distrust:Breaches,,,,Info:Data,,,Medical-Complex,IoT-Simple,None,Hide,,,,,,Misc:Unclear,Distrust:Breaches,,,,Info:Data,,,,,,,Misc:Unclear,Distrust:Breaches,,,,Info:Data,
R_14N2Kha2GlL5ZPN,269,,,,,,,,,,,,,,,,Medical-Complex,IoT-Simple,Hardware,None,,,,,,,,,,,,,,,,,,,,,,,,
R_2ReiEwAn0er80zq,270,TEE program make me feel safe. Unless it has bugs or doesn't run on a VPN network.,Distrust:Bug,,Trust:Repeat TEE,,,Misc:Other Tech,Sure,,,,,,,,Medical-Simple,IoT-Simple,Trust,None,Distrust:Bug,,Trust:Repeat TEE,,,Misc:Other Tech,,,,,,,Distrust:Bug,,Trust:Repeat TEE,,,Misc:Other Tech,,,,,,
R_5j5Yo2jVqC4Se1X,271,i would feel unsafe that all the personal identifying information is being stored in the same location as the medical records. i would feel safer if each persons name and address and stuff was assigned a code and stored in a separate system/location and then the code was linked to the medical records in another system/location. that way both systems would need to be breeched for a persons personal info and medical info to be linked by a hacker.,Distrust:Repeat Data,,,,,,the company collecting my voice data makes me feel unsafe. i would worry that they will use my voice to train or create AI that sounds like me and can then be sold to other companies,Distrust:AI,Distrust:Repeat Destination,,,,,,Medical-Complex,IoT-Complex,Hardware,None,Distrust:Repeat Data,,,,,,Distrust:AI,Distrust:Repeat Destination,,,,,Distrust:Repeat Data,,,,,,Distrust:AI,Distrust:Repeat Destination,,,,
R_2GWyi8e7wvBfm9N,272,none,,,,,,,history of privacy security,,,,,Info:Destination,,,Medical-Simple,IoT-Simple,None,Hide,,,,,,,,,,,Info:Destination,,,,,,,,,,,,Info:Destination,
R_196vTHT8ROJaJS0,273,I guess I would still feel a little unsafe because of the talent of hackers to circumvent the majority of protections.,Distrust:Hacker,,,,,,I feel pretty safe.,,,Trust:Vague,,,,,Medical-Simple,IoT-Simple,Unsubstantial,Show,Distrust:Hacker,,,,,,,,Trust:Vague,,,,Distrust:Hacker,,,,,,,,Trust:Vague,,,
